Comment,Likes
God forbid this is our new reality. I'm literally downgrading to a dumb phone. This is worse than Black Mirror.,1
The thing about this is you think social interaction didn't exist any more this will be the death of society. Honestly this is bad.,1
he bites human ears forsure 😂😂,0
accident accure easily 😂,0
"But, do we want to be robots or Human Beings ? Is anyone still awake in the midst of all this shit or do you take on everything they throw at you ? Please let us know.
Greetings from Italy",1
4:13 is that guy ok? hyper anxiety over reacting syndrome? 😮,0
If you though people were annoying because they stopped randomly in front of you now…..……..lol,0
"Naaah... these googles had been trying to be the future since the 80s, so realistically, they are the past, and you can see they still look the same. No matter how much money they waste in marketing, it will be still the same, not... the future. In the future you won't need any googles...",0
1:20 💀💀,0
I see some new Darwin Award entries coming very soon…,1
"is this why we humans were evolved on this beautiful piece of rock just to restrict our senses, manipulate our brain and look hilarious typing in air?
i guess we can do better than that?...... right? i don't know where this is going but this doesn't seem so great...",1
ok,0
This guy is a psychopath if wants this to be the future,1
I’m afraid the world has started to leave me behind.,0
When the movie WALi becomes reality.,0
You know apple made it again when mew yorkers get crazy about it in the streets,0
I'm not impressed with the limitations. I'll wait for revamped.  Far as the text and typing.  Uh no.  😂,0
2025 or 2026 will be full of Apple Vision Pro kids,0
“Apple Vision Pro kids” about to replace “iPad kids”??,0
How to get robbed,1
I hope this is not the future,1
Is this real???,0
"I would say if you can get the inhabitants of NYC to stare, stop and maybe even point, you are UNUSUAL. However the elderly (includes me) among us remember when we used to be surprised at people with Air Pods seemingly talking to empty spaces. Well, it beats Elon putting chips in our heads and running updates 24/7.😉",0
Imagine what it did to your internal brain?,0
We live in a simulation.,0
Awesome Video!  but not for me,0
Guess Apple's gonna say it invented windows,0
"Hey, I just figured out how to get my kids away from their dang iPhone.  
Go figure ~",0
This is just Google Glass on steroids.,0
I'm adding 1 push-up everyday for a year,0
"2:00 watching a Mr. Beast video in the subway station? wow. That's new? 
Come on. 

All this is is conditioning for people to be fully immersed in tech ALL THE TIME and when the lights go out and the grid goes down you will be totally a slave to the powers the be. Don't fall for it folks",0
We have to resist this shit a little bit..,1
But if nobody buys them it will flop,1
If he didn't have to vision pro no one would pay attention to him. A society without love but hypocrisy,0
so how many years until they don't look stupid?,0
No thank you. This is my idea of a nightmare. I want to be more connected to the present moment not less.,1
Sorry Casey you looked like a crazy person in public.,1
This is like watching an emo kid that never grew up,0
People are gonna be even more socially awkward,1
Buy them don't open them resell them in about 5-10 years you'll make bank!!!,0
This guy is still alive?,0
"people blocklist filter incoming in 3,2,1,...",0
Huge distraction,2
HUMANITY HAVE LOST ITS REALITY!,2
"I hope the companies will see that and genuenly start a new revolution, dude i can't even imagine integrating this with AI and how it will look in next 10-20 years. 
That fact that you said this will probably the worst in their line up, let that sink in for a moment.",1
"It looks incredibly awkward and stupid, and it honestly looks like a prototype, not something you can actually use. But it will be interesting to see a third or fourth generation of this thing.",0
Welcome to the zombie land...,2
Acid tab is much cheaper,0
"I know there are good aspects to it, but lately I could only see the bad sides of such inventions. I am tired. Tired of constant technological developments. We are just getting further and further away from each other and ourselves...",1
Prison Planet 2.0,0
Vision pro is old technology lmao that's what no one at Apple tells ya,0
I can imagine how useless this would be for mechanics,0
He looks like bonno,0
"Sorry... but Meta's stock has been almost doubling eversince... While Apple's going down. For a $3500 product, it's not much of a technological leap from Meta's offer. Sure the camera and screen are better, but isn't that a consequence of a much higher price?",0
bro you are so loud with taht vison pro it is almost like you are screaming,0
Even more burn-outs incominggggg,0
I’ll hack it if they turn them into actual glasses I’ll build programs too help the military,0
The next step is an implant.😔,2
in 10 years those are going to be 80% cheaper,0
"This is what is gonna make me a boomer, I hate them",1
This shit make it so ez for weirdo’s now,1
"It's crazy because in 15 years, this thing will look so old and outdated",0
👇flying beast army like here 👍,0
"His Muther Was A Mudder, His Fauther Was A Mudder. Apple Vision Pro , Looks Great, But Would Look Better With A HAT!!!!! To Keep The Rain From Clogging The Thing With Mudder............. (Smiles)",0
You need a snorkel,0
"Kids these with thir Tic-Tocs
Meanwhile...",0
I don't think I want that.,1
"Standing at a subway stop watching a video is a special experience? I find that rather sad, to be honest.",0
"Apple vision pro membuatmu hidup lebih menarik, namun menarik perhatian juga untuk orang lain yang melihatmu karena seperti orang gila 😂",0
Pokemon Go?,0
"The only problem with Vision Pro it's ..... Apple.   to enjoy this headset you must be an Apple fan geek. You need to have a MacBook or an Iphone 14-15 to be able to work with this headset.  If you are a PC/Android user than this headset is not made for you.   Apple's next headset will be released in 2027, which will give time for the competition to crush Apple. I'm willing to bet that Meta will come out with something that will crush the Vision Pro. I think with VR/MR we'll hit a plateau, because the technology isn't evolving that quickly.",0
We’re all doomed.,0
Elon Musk Neurolink no more glasses,0
Get an Apple Life Pro…,0
"I say: ""It's very overpriced. There's the meta quest 3 thatalready had this features and cost only 500 bucks. No giving my money to an apple sticker glued on it",0
"This is the Mugging Target Simulator. This is so gross. I will actively work to stop this future from coming to pass. This is terrible. If this catches on, we are done.",0
The game changer will be when your brain is hardwired to the internet.,0
Happy to patiently wait until they figure it all out.  Waste $4K on a silly toy?  I'd rather save the money or donate it to people less fortunate.,0
I hate the future. I’ll take a hike in the woods over all this b.s. If these tech nerds don’t cut down the last tree of course.,2
I’ll say something people are saying shout Apple vision pro: why? What the fuck do we need to answer text in the middle of the street for? Why the fuck do we need to consume more content at the subway station? Fucking lunacy,0
We're so fcuked.,1
"Shame all your friends, who use this.",2
i won't get this because I don't want to become sub-human,1
1:17 Obviously not a germaphobe.,0
MY FUCKING BRAIN!!,0
"Looks horrible, but I doubt it will catch on",1
This video was sponsored by Mr. Beast,0
So those crackheads were using spacial computing before the Vision Pro was a thing.,0
No,0
I already spend too much time on electronic devices this is terrible,2
This is what people on acid out in public look like.,0
*AND a proprietary battery that (when new) only lasts two hours? You need at least one more $200 battery just to watch a movie. THAT’S CORPORATE GREED AT IT’S WORST!!!*,0
this guy is not a geek but a rich tech ignoramus who feels smart,0
This is where society is headed I guess..,0
Hahaha😂,0
They look like tht now in the future they will be contacts in your eye balls and ya will remember this comment,0
“Get off the road nerd”,0
😂😂😂,1
It's weird I feel like this thing was a fad. It's been 2 months and I hear nothing about it anymore!,0
M,0
"google smart glasses, but looking goofy",0
I have an idea. Why not enjoy the real world? Too many people are shut off and distracted by technology instead of using it to enhance their lives.,0
bro is dirty jobs of tech,0
"Long story short, it makes rich people more obnoxious to poor people in the wild.",0
"This thing is impractical and looks like a huge safety hazard. It's so bulky, and it's distracting enough to make one not be fully aware of their surroundings. People already spend too much time online, and this looks to only make it worse. We're looking at a new generation of brain rot, and chronically online people who are detached from reality",0
"Cool video. But..This is only going to make the world more disconnected from reality than it already is. Hate to say it, but as amazing as this technology is, it’s dividing us even more than we were already. Call me a cynic but I’m scared for the future because of this. People need to look out for each other more and focus less on this consumerist shit. This will only encourage people to indulge in their own selfishness. Anyways, that’s my take on this. Fin.",0
I see so many more car wrecks then there already are in the near future.,0
"if I see someone walking around with that I think the same when I see someone riding a segway or a hoverboard...

Incel with no mates.",1
"Meh …. I don’t believe the eye device is where it should be. Yeah in the future maybe but more like dbz ‘s eye piece, perhaps as ring binoculars
. Now it’s just so bulky and odd looking - as if you were not even noticing the world around you. Too distorted from reality imho",0
🤌🤌🤌🤌🤌🤌🤌🤌🤌🤌,1
I like how the guy in the subway said “adventure” and first window that pops up has the word adventure written super big on it lmao,0
This looks so annoying to use. Lmfao at freezing to text 😂,0
my biggest concern is people watching porn in public,0
First person I see wearing one of these is going to eat dirt,0
what a freakshow 😂😂,2
Transhumanism is well on the way to being our future,1
Reject modernity,0
you look like an NPC sometimes lol,0
275k likes it?..... I hate it,0
Crack kills.,0
"For those that don’t know, this is supposed to show you how dumb people look walking around with this in public",1
Nice but..... $$$$$,0
"no thank you, it looks like to much work, wait for a better version",0
👌👏♥️♥️♥️,0
"This should be ban on streets
Cause of accident 😂😅.",0
Ill never in my life wear that. The design looks horrible.,1
No thank you,0
People who came here from short...,0
what a joke,1
"Ur moving illusion world, that is not at all good for human minds and kinds",1
Just seems excessive,0
"If i saw you on the street, Id call the police",0
"imagine paying for this junk. You said it best - this is nothing more than a little glimpse, and the price tag for that glimpse is ridiculous This is not what we were promised. Do not be naive. This tech will be used to deliver more advertisements than you or I or anyone can ever imagine.",0
What the f**k is happening to humankind!!! 😫,0
Why? It seems really dumb!,0
this is both sad and stupid at the same time,0
I feel viture did it better,0
These are ridiculous!!,0
Imagine s.o. hacks it and inserts a man with a knife attacking you.,2
goofy device,0
I don't like this. It's moving us further apart.,0
"Weird….too much attention getting,,,mugger magnet,,,no way,,,too risky…..you take care, Casey..hope you don’t get hurt",0
Mark of the beast ?,0
I hate this so much. This is really bad news.,2
Ridiculous,0
"Vision Pro is lame. If it cannot last 24hrs, if it cannot replace my prescription sunglasses and eyeglasses, if I cant see through womans cloths, I DONT WANT IT! 
Vision Pro LAME.",0
regular glasses wont block out the light and contain the cameras and chios etc. Stop whining and enjoy.,0
Not worth it. Apple has run out of ideas.,0
3500$ what a joke,0
"Sorry, is this not just...google glass all over again? But bigger, clunkier, and uglier?",0
Huge scam,2
Never buying one. I'll keep my pc.,0
Apple ruining our social life.,0
only thing i need to hear is what he siad them being like throwing on sunglasses and no one know. The gear is to obvious and will never make it. i love advancing tech but dont want to look like a moron like people wearing these idiotic goggles.,0
are you youtube celebrity or why they took a selfie with you ?,1
So ridiculous,0
Ridiculous.,0
"Do you realize this video gets more eyeballs than the Good Morning America Team? Mind the gap, the future train is here.",0
It turned you into C3PO.,0
Least we can easily identify the idiots in society.,0
Looks as lame as I expected it would be.,1
"So its a $3,500 phone screen strapped to ur face...I'll pass !!!",0
Let’s not forget that apple’s first pc was priced at $666…,1
"Primero les salieron gusanos blancos de las orejas, luego se pusieron jaboneras en las muñecas, y ahora esto. Qué pena dan. Vergüenza ajena.",0
What a clown 😂,0
Look so stupid with that in public but be good at home,1
Apple really know how to make lot's of punk poorer and dumber for sure. Hah,1
"You guys are in the matrix, in occidental world you already give up on your life, but this, this is too much.",0
"I sincerely hope this is not a future… Well considering we’re entering WW3 soon, it’s probably not… sorry TikTokers",0
"let me save you time, its dumb",0
Dystopian shite,1
Please don’t sell this thing to China market. It will be so many accidents….,0
This will get u killed,0
Turning people to zōmbíe,0
Society in total decline,0
looks like a dork,0
Average atheist interpretation of reality,0
"Beyond tarded, imagine spending 5 grand on a vr headset that cant actually do VR just 2d screens.",0
i hate it,0
This and the dyson mask and you have the total e-douche starter park,0
lets pay 3500usd to look and act like a schizophrenic in public,0
More separation from reality.....,0
Gotta flex this useless thing on all the people who can’t afford one,0
"No offend, but watching you move or hold your arms/hands like that looks like an overdosed drug user. :-D
Very interesting insights according to existing problems.",0
This is pretty sad. You go out to socialise not to continue living a lonely miserable life and you pay $4k to do so …lol,0
your a guy can vlog just like that in public bro fr wow,0
4:15 losers alert,0
This is dumb. More things people don't need,0
Hard pass,1
"It's garbage, there I said it",0
thought this was a dead channel people still watch this #####,0
There is no salvation.,0
Casey is a Boomer,0
so lame 🤣🤣🤣,0
"Dude, wearing this is way better than getting high. I think if feels the same 😂😂😂",0
horrible for the human existence.,0
"bro gross, lol be an iphone for a day but broken like an iphone",0
3000+$ to look like an idiot 😅😅😅,0
"I don't see how I need another device to show me more stupid videos, blog posts, and other nonsense on the internet.",0
I don’t like it,0
expensive toy....,0
I don’t like it.,0
noob,0
hey Casey I'm not sure if you will see this message but just to let you know I searched up my birthday with famous people on Google and apparently we have the same birthday😂,0
We don’t interact with people much now anyway so who cares if you look foolish wearing these around. Just another normal day on planet earth. Great review and I’m excited for this product to develop.,0
Looks ridiculously stupid LMAO!,0
Guy gets a million views a day because he doesn’t know how to use it yet 🤦‍♂️,0
Dumbest dangerous invention,0
What a useless piece of tech. Gross.,0
this is not a good idea. sorry not sorry.,0
Jesus is coming!,1
Get robbed...this isn't sustainable,0
"People are laughing now, but in the next 5-10 years everyone is gonna wear it.",0
What a useless device. Especially for that price.,0
Holy shit this is lame,0
"I mean, it would be practical if it didn't weight a ton and make you look like a total douche. Also for that price you can get 7 Quests, which are lighter and have more developer support. So really just an overpriced vr headset with no apps.",1
this thing is a complete bs and a waste of money. many people are now returning it (you have 14 days to return),0
These things are SO STUPID and for the price...,0
I can complain or I can adopt !! I am going to adopt this new reality where change is the only constant  .,0
Love how he's watching MrBeast.,0
it sucks,0
This is so stupid.,0
Apple haters: but but but it costs money!😢,0
when people realize it is worth $3.5k. Gimme that sht 👀,0
So dumb.,0
"sry, but it looks unbeliebably stupid. nobody will do this seriously",0
Buy Apple stock now!,0
I think I'll wait for Samsungs version cause Apple sucks,0
I can think of some Sus things to do with this Headset. You know it I know it everyone knows it. Im just willing to say it.,0
"If this would actually catch on, then the Vision Pro is going to be like the first iPhone. Compared to what iPhones are like now, it sucked. So just to imagine what a 2041 Vision Pro would be like...",0
completamente innecesario 👎🏻,0
You looks so weird and sad with these...,0
Yeah yeah yeah.. yada yada. I almost puked. It's not anywhere near future when you're like going for a snorkel in middle of times square. That shit would've been invented eons ago. I mean it's Apple. Everyone knows they're a step back at true innovation. Dum tech like that already existed years ago. 6 DoF with sadly stuck at 90 Hz refresh rate? People could easily stick a Raspberry Pi Zero or the Orange Pi Zero to a snokeling gear and have tracking installed. VR/AR easily coded in Unity 3D. =P .. Overhyped bulky piece of junk,0
This is stupid and unnecessary.,0
This is the dumbest thing I’ve seen in a long while. This is the modern Newton. I used to have a Newton. Fancy but useless. Steve Jobs would never have approved this.,0
Trash,0
Apple sucks. Apple customers suck.,0
Apple has never been the future of anything. These are a gimmicky toy at best,0
"Sorry, but it looks so dumb. Waste of money.",0
"looks awful, useless, and not going to work. There needs to be a different product for this is not the future",0
For every like I’ll do 0 push ups,0
Jesus is the truth!,1
Jesus is the way!,1
This is a horrible concept!,0
